game_id,role,kill,death,assist,gold_earned,champion_level,total_damage_dealt,total_damage_dealt_to_champions,vision_score,minion_kill,laning_score,is_win,rift_herald_kill,rift_herald_first,dragon_kill,dragon_first,baron_kill,baron_first,tower_kill,horde_kill
17.0,enemy_top,4.0,3.0,4.0,8505.0,12.0,96935.0,9276.0,3.0,77.0,5.0701689862563555,,,,,,,,,
17.0,enemy_jungle,5.0,4.0,7.0,8776.0,11.0,132607.0,11469.0,8.0,33.0,5.730161132302269,,,,,,,,,
17.0,enemy_mid,3.0,3.0,4.0,8308.0,12.0,90421.0,9855.0,9.0,103.0,4.929831013743644,,,,,,,,,
17.0,enemy_adc,24.0,3.0,4.0,15939.0,14.0,133470.0,35108.0,10.0,152.0,8.102231043245801,,,,,,,,,
17.0,enemy_support,1.0,1.0,24.0,8366.0,12.0,18539.0,7487.0,38.0,12.0,7.626948599822841,,,,,,,,,
17.0,my_team,,,,35827,,,,,,,False,1,True,0,False,0,False,2,0
17.0,enemy_team,,,,49894,,,,,,,True,0,False,2,True,0,False,11,3
18.0,my_top,9.0,14.0,2.0,11511.0,13.0,102163.0,22810.0,4.0,140.0,5.246805456356425,,,,,,,,,
18.0,my_jungle,3.0,4.0,2.0,9659.0,13.0,199678.0,7301.0,17.0,13.0,4.753194543643575,,,,,,,,,
18.0,my_mid,3.0,8.0,3.0,7115.0,12.0,74553.0,13572.0,5.0,93.0,4.238813581876675,,,,,,,,,
18.0,my_adc,8.0,7.0,3.0,13298.0,15.0,137730.0,23021.0,11.0,152.0,5.626364452448884,,,,,,,,,
18.0,my_support,1.0,16.0,5.0,7924.0,11.0,47393.0,20229.0,36.0,42.0,3.9798006303494393,,,,,,,,,
18.0,enemy_top,1.0,4.0,5.0,7242.0,14.0,44798.0,5973.0,6.0,65.0,3.868092485482386,,,,,,,,,
18.0,enemy_jungle,2.0,4.0,9.0,9532.0,14.0,151976.0,11125.0,21.0,36.0,4.503510512933532,,,,,,,,,
18.0,enemy_mid,15.0,3.0,3.0,14653.0,16.0,165917.0,25601.0,24.0,189.0,6.270399325469627,,,,,,,,,
18.0,enemy_adc,19.0,6.0,15.0,15697.0,15.0,125222.0,39337.0,12.0,124.0,7.232966616096413,,,,,,,,,
18.0,enemy_support,12.0,7.0,17.0,10719.0,13.0,37354.0,24711.0,62.0,30.0,6.686526163735711,,,,,,,,,
18.0,my_team,,,,49507,,,,,,,False,1,True,2,True,0,False,4,3
18.0,enemy_team,,,,57843,,,,,,,True,0,False,1,False,0,False,10,0
